tweet_id,timestamp,name,favorites_count,followers_count,retweet_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,stage,rating
872620804844003328,2017-06-08 01:06:27,Monkey,20222,8104176,3585,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,,1.3
872486979161796608,2017-06-07 16:14:40,,39671,8104176,8782,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,,1.2
872122724285648897,2017-06-06 16:07:15,Kody,33525,8104176,7929,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,,1.2
871879754684805121,2017-06-06 00:01:46,Lassie,36936,8104176,10866,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,,1.3
871762521631449091,2017-06-05 16:15:56,Rover,19768,8104176,3398,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,pupper,1.2
871515927908634625,2017-06-04 23:56:03,Napolean,19700,8104176,3372,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,doggo,1.2
871032628920680449,2017-06-03 15:55:36,Boomer,22157,8104176,3732,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,,1.3
870804317367881728,2017-06-03 00:48:22,,32850,8104177,6054,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False,,1.1
870656317836468226,2017-06-02 15:00:16,Cody,12127,8104177,2591,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,,1.3
870374049280663552,2017-06-01 20:18:38,Zoey,80943,8104177,25699,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,,1.3
870308999962521604,2017-06-01 16:00:09,Rumble,21394,8104177,4067,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True,,1.3
870063196459192321,2017-05-31 23:43:25,Clifford,35830,8104177,8178,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False,,1.4
869772420881756160,2017-05-31 04:27:59,Dewey,41555,8104178,9837,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,,1.3
869702957897576449,2017-05-30 23:51:58,Stanley,27671,8104178,6224,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,,1.3
869596645499047938,2017-05-30 16:49:31,Scout,15662,8104178,3079,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,doggo,1.2
869227993411051520,2017-05-29 16:24:37,Gizmo,20052,8104178,3724,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,,1.3
868880397819494401,2017-05-28 17:23:24,Walter,64247,8104178,14219,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False,,1.4
868622495443632128,2017-05-28 00:18:35,,26221,8104178,5215,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,,1.3
868552278524837888,2017-05-27 19:39:34,Cooper,9924,8104178,2053,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,,1.2
867900495410671616,2017-05-26 00:29:37,,23773,8104178,4115,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,,1.2
867774946302451713,2017-05-25 16:10:44,Harold,33374,8104178,7243,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True,,1.3
867421006826221569,2017-05-24 16:44:18,Shikha,15836,8104178,2459,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,puppo,1.2
867051520902168576,2017-05-23 16:16:06,,31710,8104178,7757,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,,1.3
866686824827068416,2017-05-22 16:06:55,Lili,18974,8104178,3433,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,,1.2
866450705531457537,2017-05-22 00:28:40,Jamesy,120311,8104178,34879,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,pupper,1.3
866334964761202691,2017-05-21 16:48:45,Coco,51699,8104178,14251,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True,,1.2
865718153858494464,2017-05-19 23:57:46,Boomer,25259,8104178,5566,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True,,1.3
865359393868664832,2017-05-19 00:12:11,Sammy,26082,8104178,4958,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,,1.3
865006731092295680,2017-05-18 00:50:50,Nelly,27610,8104178,7614,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,,1.3
864873206498414592,2017-05-17 16:00:15,,31833,8104178,8640,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False,,1.4
864279568663928832,2017-05-16 00:41:21,Meatball,14417,8104178,3001,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,,1.2
864197398364647424,2017-05-15 19:14:50,Paisley,29726,8104178,8854,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True,,1.3
863907417377173506,2017-05-15 00:02:33,Albus,20372,8104178,4097,marmot,0.35882800000000004,False,meerkat,0.174703,False,weasel,0.123485,False,,1.3
863553081350529029,2017-05-14 00:34:33,Neptune,15135,8104178,4150,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True,,1.3
863432100342583297,2017-05-13 16:33:49,Belle,23524,8104178,5198,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,beagle,0.07948939999999999,True,,1.2
863079547188785154,2017-05-12 17:12:53,,8672,8104178,1096,Lakeland_terrier,0.275242,True,Airedale,0.190569,True,teddy,0.102595,False,,1.4
863062471531167744,2017-05-12 16:05:02,Quinn,8416,8104178,2423,French_bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True,,1.3
862831371563274240,2017-05-12 00:46:44,Zooey,18975,8104178,5080,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True,,1.3
862722525377298433,2017-05-11 17:34:13,Dave,16898,8104178,3506,basset,0.39333,True,beagle,0.24203400000000005,True,boxer,0.0776925,True,,1.1
862457590147678208,2017-05-11 00:01:27,Jersey,20301,8104178,4935,home_theater,0.496348,False,studio_couch,0.167256,False,barber_chair,0.052625,False,,1.3
862096992088072192,2017-05-10 00:08:34,,73705,8104178,23149,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,,1.3
861383897657036800,2017-05-08 00:54:59,Hobbes,35789,8104178,10662,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True,,1.3
861288531465048066,2017-05-07 18:36:02,,17041,8104178,4144,syringe,0.14471199999999998,False,oxygen_mask,0.106684,False,Bouvier_des_Flandres,0.0826102,True,,1.3
861005113778896900,2017-05-06 23:49:50,Burt,16576,8104178,3789,German_shepherd,0.507951,True,Pembroke,0.136113,True,muzzle,0.07576419999999999,False,,1.2
860563773140209665,2017-05-05 18:36:06,Lorenzo,7455,8104178,2155,Cardigan,0.583936,True,Pembroke,0.0559794,True,beagle,0.0458957,True,,1.3
860524505164394496,2017-05-05 16:00:04,Carl,23428,8104178,5276,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,Lakeland_terrier,0.08795069999999999,True,,1.3
860276583193509888,2017-05-04 23:34:55,Jordy,18183,8104178,3475,lakeside,0.312299,False,dock,0.159842,False,canoe,0.07079450000000001,False,,1.2
860184849394610176,2017-05-04 17:30:24,,16550,8104178,5852,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False,,1.4
859924526012018688,2017-05-04 00:15:58,Milky,19435,8104178,4081,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,hog,0.10027,False,,1.2
859851578198683649,2017-05-03 19:26:06,Trooper,15309,8104178,3516,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True,,1.3
859607811541651456,2017-05-03 03:17:27,,18476,8104178,1575,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,puppo,1.3
859196978902773760,2017-05-02 00:04:57,,89478,8104178,30278,Angora,0.224218,False,malamute,0.216163,True,Persian_cat,0.128383,False,,1.2
859074603037188101,2017-05-01 15:58:40,,33712,8104178,13668,revolver,0.190292,False,projectile,0.149064,False,fountain,0.0660466,False,,1.3
858843525470990336,2017-05-01 00:40:27,,15479,8104178,3498,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True,doggo,1.3
858471635011153920,2017-04-30 00:02:42,Sophie,21432,8104178,4858,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True,,1.3
858107933456039936,2017-04-28 23:57:28,Wyatt,15667,8104178,2915,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False,,1.2
857989990357356544,2017-04-28 16:08:49,Rosie,16076,8104178,2601,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True,,1.2
857746408056729600,2017-04-28 00:00:54,Thor,34172,8104178,10711,Labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True,,1.3
857393404942143489,2017-04-27 00:38:11,,5894,8104178,1657,malamute,0.8415969999999999,True,Siberian_husky,0.0736435,True,Eskimo_dog,0.0721286,True,,1.3
857263160327368704,2017-04-26 16:00:39,Oscar,19986,8104178,4551,Samoyed,0.998021,True,Pomeranian,0.000921636,True,keeshond,0.000311261,True,,1.3
857029823797047296,2017-04-26 00:33:27,Zeke,18930,8104178,4046,golden_retriever,0.968623,True,Labrador_retriever,0.0103252,True,Saluki,0.00414842,True,,1.2
856543823941562368,2017-04-24 16:22:16,Callie,16264,8104178,2912,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True,,1.2
856526610513747968,2017-04-24 15:13:52,,11856,8104178,1906,Old_English_sheepdog,0.798481,True,Tibetan_terrier,0.0606024,True,standard_poodle,0.0407219,True,,1.4
856282028240666624,2017-04-23 23:01:59,Cermet,27752,8104178,6403,Chihuahua,0.8765430000000001,True,Italian_greyhound,0.032961800000000006,True,Cardigan,0.0207759,True,,1.4
855851453814013952,2017-04-22 18:31:02,,45669,8104178,18007,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True,doggo,1.3
855459453768019968,2017-04-21 16:33:22,,29994,8104178,8340,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True,,1.2
854732716440526848,2017-04-19 16:25:34,Marlee,22971,8104178,6215,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,chow,0.0284106,True,,1.2
854482394044301312,2017-04-18 23:50:52,Arya,29494,8104178,7000,Chihuahua,0.26024200000000003,True,toy_poodle,0.189158,True,Labrador_retriever,0.14419500000000002,True,,1.3
854365224396361728,2017-04-18 16:05:17,Einstein,19023,8104178,4779,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,,1.3
854120357044912130,2017-04-17 23:52:16,,32214,8104178,7635,black-and-tan_coonhound,0.8548610000000001,True,Doberman,0.0507918,True,bluetick,0.0217617,True,pupper,1.4
854010172552949760,2017-04-17 16:34:26,,16304,8104178,3216,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True,doggo,1.1
853760880890318849,2017-04-17 00:03:50,Alice,28824,8104178,5901,miniature_pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True,,1.2
853639147608842240,2017-04-16 16:00:07,,35123,8104178,10377,German_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True,,1.3
853299958564483072,2017-04-15 17:32:18,Rumpole,15660,8104178,3641,grille,0.65228,False,beach_wagon,0.112846,False,convertible,0.0862523,False,,1.3
852912242202992640,2017-04-14 15:51:39,Benny,9164,8104178,1885,Great_Dane,0.7837649999999999,True,Rhodesian_ridgeback,0.114147,True,English_foxhound,0.0464395,True,,1.2
852672615818899456,2017-04-13 23:59:28,Aspen,15096,8104178,2208,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True,,1.2
852553447878664193,2017-04-13 16:05:56,Jarod,16528,8104178,3602,bloodhound,0.186498,True,Brabancon_griffon,0.13902799999999998,True,Rottweiler,0.12594,True,,1.3
852311364735569921,2017-04-13 00:03:59,Wiggles,33538,8104178,10156,barbell,0.971581,False,dumbbell,0.028417900000000006,False,go-kart,5.59504e-07,False,,1.3
852226086759018497,2017-04-12 18:25:07,General,20259,8104178,6982,prison,0.352793,False,dishwasher,0.110723,False,file,0.094112,False,,1.4
852189679701164033,2017-04-12 16:00:27,Sailor,11608,8104178,1627,barrow,0.42315,False,Bernese_mountain_dog,0.415374,True,EntleBucher,0.0673454,True,,1.2
851591660324737024,2017-04-11 00:24:08,,16456,8104178,3567,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True,,1.1
851464819735769094,2017-04-10 16:00:07,Iggy,24612,8104178,7286,web_site,0.919649,False,menu,0.0263061,False,crossword_puzzle,0.00348151,False,,1.4
851224888060895234,2017-04-10 00:06:42,Snoop,20988,8104178,5899,car_mirror,0.971512,False,seat_belt,0.00706346,False,standard_poodle,0.00568265,True,,1.3
